label,line
支付利息,利息13932元，
支付利息,偿付从2009年3月24日起按月利率八厘算至法院判决履行之日止的利息。被告已付息至2009年4月18日，
支付利息,相应的利息（按约定的利息从借款之日计算至实际还款之日止）。
支付利息,利息30.2万元（利息算至2009年5月18日止），合计75.2万元；
支付利息,从起诉之日起至判决确定支付之日止按银行同期贷款利率计算。
支付利息,并支付该借款自2008年11月4日起至法院判决确定还款日止按月利率20‰计算的利息；
支付利息,2、支付借款利息人民币9000元（从2008年9月起按月息3%计算）；
支付利息,2、支付借款利息人民币1800元（从2008年9月起按月息3%计算）；
支付利息,2、支付借款利息人民币54000元（从2008年9月起按月息3%计算）；
支付利息,2、支付借款利息人民币60000元（从2008年9月起按月息3%计算）；
支付利息,利息（按月利率15‰自2008年3月12日计算至本息还清日止）。
支付利息,支付自2009年1月8日起按月利率2%计算的利息；
支付利息,利息（以月息1分计算），
支付利息,支付利息（从2007年9月23日起按月利率2.5%计算至履行完毕之日止）和
支付利息,从2003年11月1日起按月1分利支付利息至本金清偿日止；
支付利息,支付利息7800元，
支付利息,并支付自起诉之日至判决确定的履行之日止按中国人民银行同期贷款利率计算的利息。
支付利息,自2009年1月15日起至本金给付之日止的利息（按月利率1.5％计算）。
支付利息,及违约利息。
支付利息,并支付从2007年5月20日至2009年4月20日止按银行贷款利率5.31%计算的利息3026.70元（2009年4月20日起到还款之日利息按5.31%另外计算）；
支付利息,支付延期利息5000元。
支付利息,利息损失（自主张权利之日始按银行同期同类贷款利率计付至实际履行之日止）。
支付利息,并支付利息（其中本金3万元的利息从2009年2月25日起至判决确定的履行之日止按月利率八厘计算；本金7万元的利息从2009年2月25日起按月利率一分算至判决履行之日止）。
支付利息,利息（自起诉之日起按中国人民银行同期同类贷款利率计算至实际履行之日止）。
支付利息,及利息10800元（今后利息算至执行完毕时止）。
支付利息,及自借款之日起至实际还款之日止按中国人民银行同期同类贷款利率支付给原告利息。
支付利息,支付利息8568元（利息从2008年12月16日起计算至2009年4月15日止），
支付利息,并偿付自起诉之日至实际还款之日的银行同期贷款利率计算的利息损失。
支付利息,及利息（利息自起诉之日至借款实际归还之日按银行同期贷款利率计算）；
支付利息,利息3060元（利息已算至2009年9月1日止，之后利息仍按约定12‰计算）；
支付利息,及利息（自借款之日暮途穷起按月利率1%计算至实际履行之日止）。
支付利息,及银行贷款利息500元（从2007年11月18日至2009年5月31日）；
支付利息,及利息（利息自2007年12月31日起按银行同期同类贷款利率计付至实际履行日止）。
支付利息,按月利率1.2%支付从自2006年4月1日起至判决确定的履行之日止的利息；
支付利息,其利息损失（自2007年7月16日起按银行同期贷款利率计算至实际履行之日止）
支付利息,利息（其中100000元自借款之日起到还款之日止按月息两分计算；50000元自起诉之日起至还清之日止按银行同期同等利率计算）。
支付利息,逾期付款损失38700元（按日万分之六自2007年9月20日暂计至2009年6月30日），合计138700元；
支付利息,利息5300元（自2008年10月13日始按月利率2.5％计付至2008年12月12日止），
支付利息,利息（利息从2008年4月5日起按银行同期贷款基准利率的四倍计算至款还清日止），
支付利息,并支付从借款之日起按银行同期贷款利率计算至判决确定履行之日止的利息。
支付利息,支付从2009年7月4日到同年8月3日的利息1100元。
支付利息,并支付自起诉之日起至实际还款之日止按中国人民银行同期同类贷款利率计算的利息。
支付利息,并支付利息（从起诉之日起按同期银行贷款利率计算至实际履行之日止）。
支付利息,支付利息1850元。
支付利息,及利息（利息以本金28000元，从2004年11月13日起按月利率10‰计算至款还清之日止）。
支付利息,及利息（自2007年6月23日起按月利率千分之十计付至实际履行之日止）；
支付利息,其利息损失（自起诉之日起按银行同期贷款利率计算至实际履行之日止）
支付利息,利息（自2008年7月12日起按银行同期贷款利率四倍计至给付日止）；
支付利息,及利息（利息自2008年3月24日起至生效判决确定的履行之日止，按日利率万分之三计算），
支付利息,自2006年1月1日开始至还清之日按人民银行同期同等利率支付利息；
支付利息,支付利息（其中本金20000元的利息从2009年1月1日起至判决确定的履行之日止按月利率八厘计算；本金15000元的利息从2009年3月17日起按月利率一分算至判决履行之日止）。
支付利息,支付利息60000元（以月息2分计算，息算至2009年7月19日，以后继续按月息2分计算）；
支付利息,并支付利息108000元（按月利率20‰，从2009年3月4日算至2009年7月18日，以后利息另计至判决确定给付之日止）；
支付利息,自起诉之日起至判决确定履行之日止按中国人民银行同期同类贷款利率计息；
支付利息,赔偿利息损失（从起诉之日开始按银行同期贷款利率计算至实际履行之日止）。
支付利息,（利息从起诉之日起至还款之日止，按人民银行同期贷款利息计算，随本金同时结清）；
支付利息,并支付自2007年7月19日至2009年2月25日的利息6596.64元及2009年6月26日至借款还清日的所有利息。
支付利息,从2008年7月29日起按照中国人民银行同期同类贷款利率支付利息至判决确定履行之日止，
支付利息,并支付利息（从起诉之日起按中国人民银行同期贷款利率算到归还之日止）。
支付利息,及利息（自起诉之日起按银行同期贷款利率计付至实际履行之日止）。
支付利息,利息（自2008年9月28日起按日万分之二点一计算至实际履行之日止）。
支付利息,并支付从借款之日起至实际清偿之日止的利息。
支付利息,支付利息21900元（从2008年5月6日至2008年6月4日，按年利率6.57％的四倍计算），
支付利息,支付利息10380元（截止起诉暂计11个月16天）、
支付利息,并赔偿从起诉之日起至实际履行之日止的银行同期同类贷款利息损失。
支付利息,利息（按月利率2.7%从2008年9月26日起计算至履行完毕之日止）、
支付利息,并支付利息（从起诉之日起按中国人民银行同期贷款利率算到归还之日止）。
支付利息,判令被告承担自起诉日起至归还借款日止的银行贷款利息费用；
支付利息,按月利率2%的利息和
支付利息,并支付自2007年11月8日起按银行同期贷款利率计付至实际履行之日止的利息。
支付利息,利息15649.20元（从2008年11月18日起暂计算至2009年6月17日止，按银行贷款年利率6.21%×4计算，之后利息计算至判决生效之日止）；
支付利息,赔偿逾期支付利息损失，
支付利息,付该款自2009年4月24日至还清之日按月利率2%计算的借款利息，
支付利息,息（按月利率2.7%从2008年9月25日起计算至履行完毕之日止）、
支付利息,及自2008年12月15日起至实际还款之日按月利率2%计算的利息。
支付利息,息1013元（自2009年2月16日起暂计算至2009年3月15日止，以后的利息按年利率4.86%计至被告还清借款日止）；
支付利息,利息自借款逾期之日起至实际还款之日止按银行同期同类贷款利率计算。
支付利息,并从2008年12月27日起按月利率1.5%计算利息至归还日止。
支付利息,并支付自2008年6月15日起至本金还清时止按年利率2%计算的利息52万元，共计252万元。
支付利息,并支付自2009年3月12日起按月利率2%计算至实际归还之日止的利息以及
支付利息,利息（从2008年6月30日起按中国人民银行同期同类贷款利率计算至实际履行之日止）。
支付利息,并支付自2009年3月27日起至今实际还款日止按同类贷款基准利率计算的利息。
支付利息,并按月息2.5%支付自2008年4月14日至实际履行之日止的利息，
支付利息,并支付本金利息（自2007年12月16日起至本案本息两清止，按月息3分计算）。
支付利息,并赔偿利息损失（按照本金300000元按日万分之二点一从起诉之日计算至履行完毕之日）。
支付利息,2.判令被告张×、陈×支付借款利息损失（自起诉之日起按每日万分之二点一计算到款清时止）；
支付利息,支付利息105000元，合计505000元。
支付利息,支付逾期利息（从起诉日起按银行同期同类贷款利息计算至实际履行之日止）
支付利息,被告归还借款100000元，
支付利息,支付从2009年7月1日起至归还本金日止按约定计算的利息；
支付利息,支付利息84000元。
支付利息,并支付其中100000元的利息（自2009年1月1日起至实际还清之日止按月利率2％计算）。
支付利息,支付利息（利息从2009年3月24日起，按月利率2%计算，算至本金还清止）。本案在审理过程中，
支付利息,利息20790元，
支付利息,利息（自借款之日起按银行同期同类贷款利率计付至实际履行之日止）。
支付利息,支付利息（2007年6月9日起至2009年7月8日止）7500元。
支付利息,并支付利息15666元（按约定利息标准分别计算至2009年11月16日，以后利息按同一标准计算至实际履行之日）。
支付利息,利息6586元（1999年9月21日至2008年12月9日）。
支付利息,逾期付款利息损失2，086元（暂计至2008年8月10日，从2008年8月11日起至判决确定的履行日止的利息损失另行计算）。
支付利息,并承担自2008年02月06日起至借款还清日止按1分计算的利息。
支付利息,自借款之日起至偿付之日按月利率1.5％计算利息。
支付利息,及利息（其中60000元的利息从2008年10月13日起算，按中国人民银行同期贷款基准利率的四倍计算，另120000元的利息从2009年2月2日起按月利率2分计算至判决确定还款之日止）
支付利息,并从2009年8月1日起按银行同期贷款利率计付利息至实际履行日
支付利息,并自2008年9月1日起按银行同期贷款利率计付利息至本判决确定之日止
支付利息,支付约定利息24100元
支付利息,并按月利率20‰计付利息
支付利息,及利息（按月息2%从借款之日起算至还款之日止）
支付利息,及利息损失（自借款之日始按银行同期同类贷款利率计付至实际履行之日止）
支付利息,并按法律规定支付利息
支付利息,利息21600元
支付利息,及利息（利息从起诉之日起按银行贷款利率计算至借款偿清之日止）
支付利息,及利息（利息自借款之日起，按中国人民银行规定的同期贷款利率计算至实际还款之日止）
支付利息,并赔偿利息损失（从起诉之日起按中国人民银行同期贷款利率计算至判决确定偿还之日止）
支付利息,及利息（利息按月息2.5分从2009年3月15日起计算至实际归还之日止）
支付利息,及利息（以本金100000元为基数自2006年5月30日始按银行同期同类贷款利率计付至实际履行之日止）
支付利息,及利息损失（自2007年6月15日始按银行同期同类贷款利率计付至实际履行之日止）
支付利息,及利息27720元（利息从2007年6月8日起按月利率3%计付至2009年3月6日止）
支付利息,及按约定支付利息
支付利息,并支付利息2080元
支付利息,利息21463.39元（从1996年1月15日起按银行同期存款利率计算）
支付利息,并按银行同期贷款利率支付利息（其中100，000元自2009年2月1日开始计算，100，000元自2009年3月1日开始计算、100，000元自2009年4月1日开始计算、100，000元自2009年5月1日开始计算、100，000元自2009年6月1日开始计算、40，000元自2009年7月1日开始计算）
支付利息,并支付自起诉之日起至实际偿付之日止按银行同期贷款利率计算的利息
支付利息,及按1.9%计算的自2009年3月6日至实际偿付之日止的利息
支付利息,及利息10000元
支付利息,及自2009年5月30日起至实际归还本金之日止按银行同期贷款利率的四倍计算的利息
支付利息,并按约支付利息
支付利息,并支付从起诉之日起至给付之日止的同期银行贷款利息
支付利息,支付从借款逾期之日起按银行同期贷款利率计付至实际归还之日止的利息
支付利息,及利息（从起诉之日起按中国人民银行同期贷款利率计算至判决确定偿还之日止）
支付利息,并支付自2008年7月30日起至偿还之日止按月利率2分计算的利息。
支付利息,及支付自2009年8月12日起到付清之日止按银行同期贷款利率计算利息
支付利息,并赔偿利息损失（按银行同期利率从起诉之日起至判决确定履行期限届满之日止）
支付利息,并支付逾期利息（自起诉之日起按中国人民同期同类贷款利率计算至实际履行之日止）
支付利息,并赔偿逾期付款利息损失
支付利息,及利息（从2008年8月12日起按中国人民银行同期同类贷款基准利率的四倍计算至款还清之日止）
支付利息,并支付借期内的利息27000元
支付利息,并按约定利率计付从借款之日起至实际还款之日止的借款利息，随本金同时清结
支付利息,及相应利息（计息自2007年12月14日至2009年6月5日按3％计取）
支付利息,其中借款366000元借款利息支付日从本案受理之日起按中国人民银行同期贷款月利率计算至实际归还之日止
支付利息,及利息
支付利息,支付自2008年10月4日起至本金付清日止按同期银行贷款利率计算的利息
支付利息,及借款期内利息2328.75元
支付利息,支付利息4771元
支付利息,并按同期银行贷款利率支付自起诉之日起至本判决生效日止的利息
支付利息,支付利息1000元
支付利息,并支付自起诉之日起按银行同期贷款利率4倍的利息算至支付日止
支付利息,支付利息3，000元
支付利息,支付利息人民币4000元；
支付利息,并支付月息一分
支付利息,支付利息自2009年6月16日起自款项付清之日止（按月利率1.5％计算）
支付利息,及利息（按月利率2%自2008年5月1日起至实际还款之日止）
支付利息,及利息（其中2万元的利息自2009年5月16日起按月利率3%计算至还清款日止；4万元的利息自起诉之日起按中国人民银行同期同类贷款利率计算利息至本金还清日止）
支付利息,及利息（从2009年5月27日起按照中国人民银行同期同类贷款基准利率计付至实际履行完毕之日止）
支付利息,及利息2000元（起诉日至实际付清之日另行计算）
支付利息,并支付利息5400元（从2008年10月12日至2009年5月12日止，按月息三分计算，之后另计）
支付利息,及利息26000元（自2009年3月23日至2009年7月31日共计226000元，之后利息按借款协议约定计算至付清日止）
支付利息,利息40000元
支付利息,并支付利息（自起诉之日起至实际偿付之日止按银行同期贷款利率计算）
支付利息,并按月利率20‰支付利息。
支付利息,及利息（利息从2007年9月25日起按银行同期贷款利率计算至款还清日止）
支付利息,也未约定利息
支付利息,并支付利息2000元（暂计算至诉讼日，要求计算到实际付款日）
支付利息,及利息（从2007年8月1日起按银行同期贷款利率计付至实际履行完毕之日止）
支付利息,支付借期内的利息1000元（时间一个月，月利率按2.0%计算）
支付利息,并按照中国人民银行规定的同期贷款利率标准偿付逾期还款的借款利息
支付利息,及利息（其中3万元的利息自2008年11月1日起按月利率2%计算至还清款日止；1万元的利息自起诉之日起按中国人民银行同期同类贷款利率计算利息至本金还清日止）
支付利息,并支付利息，利息按月利率4%计算
支付利息,并支付原告借款利息18500元
支付利息,支付自2008年9月23日起至2009年5月22日止按月息3分计算的利息20000元
支付利息,及支付利息24000元
支付利息,及利息28560元（利息从2005年6月1日开始计算至2009年9月1日止，以后按约定另行计算至实际归还日止）
支付利息,及利息（其中借款30000元按月利率2％计算利息从2008年5月17日起至款项付清之日止）
支付利息,并支付利息50550元
支付利息,及利息1725元
支付利息,及利息（本金100000元起诉前利息43500元和起诉之日起至实际付清之日止按月利率3%计算的利息；本金70000元自起诉之日起至实际还款之日止按银行同期同类贷款利率计算）
支付利息,并支付原告借款利息18500元
支付利息,及三年的利息22000元共计122000元及其利息（利息从2007年10月26日起按中国人民银行同期贷款利率计算至被告清偿之日止）
支付利息,及按约定支付利息
支付利息,并支付利息（自2008年3月28日起按中国人民银行同期同类贷款基准利率计付至实际履行完毕之日止）
支付利息,并按月利率20‰自借款日支付利息至付清款日止
支付利息,支付利息5500元，
支付利息,并支付月息一分
支付利息,及利息（自2007年9月15日起按月利率10‰计付至实际履行之日止）
支付利息,并支付利息（按人民银行同期贷款利率的四倍从2008年10月3日起算至2009年8月2日，以后继续计算到给付时止）
支付利息,及利息损失（自2006年12月4日始按银行同期同类贷款利率计付至实际履行之日止）
支付利息,及利息2205元
支付利息,支付利息271393元（计算至2009年6月8日），并付清自2009年6月9日起按255万本金、月息2分计算至款清之日（暂计算至9月9日，计人民币150000元）
支付利息,及利息
支付利息,支付利息271393元（计算至2009年6月8日），并付清自2009年6月9日起按255万本金、月息2分计算至款清之日（暂计算至9月9日，计人民币150000元）
支付利息,支付同期银行贷款利息
支付利息,判令被告支付2007年6月20日起至本案判决生效之日止的借款利息（按银行同期贷款基准利率7.2%计算）
支付利息,并按约支付利息
支付利息,并支付从1999年2月9日起按月利率1.5%计算至偿付之日止的利息
支付利息,并支付该款自2008年10月21日至付清日按日万分之三点三计算的利息
支付利息,并支付自2008年10月28日起至付清日止按月息20‰计付的利息
支付利息,及利息（本金90万元的利息暂算至起诉之日止为27万，之后利息按月息三分计付至实际履行之日止，本金10万元的利息自起诉之日起按银行同期同类贷款基准利率计付至实际履行之日止
支付利息,并支付自起诉之日至判决确定的履行之日止按照中国人民银行同期同类贷款利率计算的利息
支付利息,支付经济损失暂计1000元（实际金额自2009年2月18日起以借款本金60000元按银行同期贷款利率计算至本案判决生效止）
支付利息,并支付2008年11月6日起的人民银行同期贷款利息
支付利息,及利息（从借款之日起按同期银行贷款利息计算至判决确定履行之日止）
支付利息,并赔偿自逾期日起至起诉日止按人民银行同期贷款利率计算的利息损失13832元，并按该利率继续计算利息损失至还清日止
支付利息,并支付利息36000元（利息从2009年4月8日开始计算至2009年8月7日止，按月利息3分计算，以后按2分利计算到还清为止）
支付利息,及利息约8000元
支付利息,并支付从2008年8月29日起至判决确定付款之日止，按所借款项以年利率7.4%计算的利息
支付利息,并支付相应的利息
支付利息,及利息（自2008年7月16日起按月息2.4%计算）
支付利息,并按约定利率计付从借款之日起至实际还款之日止的借款利息，随本金同时清结。
支付利息,支付利息6000元
支付利息,并支付自起诉之日至判决确定的履行之日止按照中国人民银行同期同类贷款利率计算的利息
支付利息,及截止2009年7月8日的利息3.4万元
支付利息,及利息30500元（系从2007年7月9日至2009年5月18日止），从2009年5月20日起按月利率率1.5％计算至本金还清日止
支付利息,支付利息1600元
支付利息,及利息（从2008年6月30日起按银行同期同类个人贷款利率计算至实际履行之日止）
支付利息,并支付利息人民币4600元（按月利率2%计算）
支付利息,并支付从2009年1月23日起至归还日止按月利率1.5%计算的利息
支付利息,并支付自起诉之日至判决确定的履行之日止按照中国人民银行同期同类贷款利率计算的利息
支付利息,并按月息3%支付自2008年12月11日至2009年7月26日的利息292500元及2009年7月27日以后的利息
支付利息,及利息（本金500000元的利息从2007年5月14日起按银行同期贷款利率的四倍计付至实际履行之日止；）（本金170000元的利息从2008年10月16日起按中国人民银行同期同类贷款利率计付至实际履行之日止），共计909540元。
支付利息,及利息（从2009年6月23日起至欠款归还完毕止，按中国人民银行同期贷款利率四倍计算）
支付利息,及利息（从2008年9月11日起按中国人民银行同期同类贷款利率计付至实际履行之日止）
支付利息,及利息（按银行同期同档贷款利率计算至实际付清日止，时间2008年9月30日至2009年8月10日利率为0.01%，利息为15800元）
支付利息,及利息27980元（利息按约定的月息2分利计算，从2006年10月2日至2009年8月28日止，以后算至实际还清之日止）
支付利息,和到期利息10000元
支付利息,付息
支付利息,并支付利息（利息按银行同期贷款利率从起诉之日起计算至实际归还之日止）
支付利息,并从借款之日起按月1%计付利息至还清款日止
支付利息,以及该款自起诉日起至付清日止按银行同期贷款利率计算的利息
支付利息,并支付该款自2008年8月1日起至2009年6月1日止的利息1万元（按月息2%的标准计算）
支付利息,及利息1800元（利息算至起诉之日止，以后另计）为证明上述事实
支付利息,并支付利息
支付利息,并按约定利率计付从借款之日起至实际还款之日止的借款利息，随本金同时清结。
支付利息,并赔偿利息损失（自2008年12月18日起按中国人民银行规定的逾期贷款利率计算至实际归还之日止）
支付利息,及起诉之后的利息（利息按银行同期同档贷款利率计算至实际付清日止）
支付利息,及利息（利息从2008年8月11日起按银行同期贷款基准利率4倍计算至支付之日止）
支付利息,判令被告支付利息损失4200元；
支付利息,承担借款利息15400元，按银行贷款利息7厘计算44个月
支付利息,及利息（从2008年6月25日起至款还清之日止按月利率35‰计算）
支付利息,和利息，利息按中国人民银行同期贷款利率自起诉之日起算至付清之日止
支付利息,及利息，利息按月利率1.8％自借款之日起算至付清之日止
支付利息,并支付利息人民币4600元（按月利率2%计算）
支付利息,及利息（利息从2009年2月1日起至实际履行完毕之日止按每月20‰计，并加收违约金。）
支付利息,利息400元（以1%月息暂算至2009年9月28日止），合计10400元，并要求继续付息至实际还款之日止
支付利息,及利息（利息从起诉之日按银行同期同档贷款利率计算至判决确定生效履行日止）
支付利息,及利息21600元
支付利息,及利息（从起诉之日起按中国人民银行同期同类贷款利率计算至实际付清款项止）
支付利息,并支付利息（其中30000元从2007年6月1日起按银行贷款利率的四倍计付至实际履行之日止；另50000元从2007年6月7日起按银行贷款利率的四倍计付至实际归还之日止）
支付利息,及利息（自2008年10月3日起按月利率3%计算至判决确定履行之日止）
支付利息,并支付借款利息7800元（自1996年10月起，按月息5厘的利率计算至2009年8月）
支付利息,及利息（利息从2007年12月21日起按月利率0.9339%，算至实际还款之日止）
支付利息,并赔偿利息损失（自起诉之日起按中国人民银行同期贷款利率计算至判决确定付款之日止）
支付利息,及利息损失（自2008年1月23日始按银行同期同类贷款利率计付至实际履行之日止）
支付利息,并支付约定的利息至全部借款清偿时止
支付利息,并支付利息（从2009年4月13日起按2分利息计算）
支付利息,及利息740000元
支付利息,并自2008年2月24日起按中国人民银行规定的基准贷款利率向原告支付利息
支付利息,及利息
支付利息,利息10万元
支付利息,承担借款利息15400元
支付利息,并按银行同期贷款利率支付自2009年8月15日至款清之日的利息
支付利息,支付利息10万元（自2008年12月8日起至2009年8月7止按月息二分五厘计算）
支付利息,并按月利率2.5分计算支付自2009年4月2日起至实际还清日止的借款利息（截止2009年9月2日的借款利息为人民币9万元）
支付利息,及利息（利息从2009年1月20日起按银行同期贷款基准利率4倍计算至支付之日止）
支付利息,利息882元（利息按月息0.7分从2008年1月1日起计算至2009年9月1日，以后按银行同期同类贷款利率另计至实际付清之日止）
支付利息,及利息损失（自2007年12月1日起按银行同期贷款利率计算）
支付利息,及利息21600元
支付利息,及按约定支付利息
支付利息,及利息（利息从2009年1月份起计算至实际归还之日止按月利息2.5％计算）
支付利息,及从2009年1月18日起按约定利息计算至款还清日止的利息
支付利息,并按约定支付利息81600元
支付利息,及利息（其中90万元按月利率20‰自2009年3月25日起计算至付清款日止；其中60万元按月利率15‰自2009年3月8日起计算至付清款日止）
支付利息,并支付利息22500元
支付利息,及利息2730元（从2008年10月5日起暂计算至2009年8月24日止）
支付利息,并赔偿利息损失（利息损失按银行同期贷款利率从2009年3月5日计算至实际履行之日止）
支付利息,及利息7200元（利息算至2009年7月28日）
支付利息,及利息（其中60万元自2007年7月21日起、50万元自2007年8月31日起、50万元自2007年12月18日起、20万元自2008年2月17日起按银行同期同类贷款利率的四倍付至实际履行之日止）
支付利息,承担利息643.5元（详见利息计算方式）
支付利息,每月支付利息3680元
支付利息,并支付自2007年10月29日起按月利率1.115%计算利息至实际清偿日止（暂计到2009年8月29日欠利息为84640.00元）
支付利息,并支付利息（按月利率3%，从2008年5月10日开始计算至履行完毕之日止）
支付利息,并支付自2007年6月5日起至实际履行之日止的同期银行贷款利息
支付利息,并支付自2008年9月28日起按中国人民银行规定的同期同类贷款基准利率计算至本判决确定给付之日止的利息
支付利息,及利息，利息同意按月利率12‰从起诉之日即2009年9月10日开始计算
支付利息,偿付自2008年9月23日起至还清借款日止按银行同期贷款利率计算的利息损失
支付利息,支付利息6643.17元
支付利息,并支付至起诉之日止的利息21600元
支付利息,判令二被告支付利息21840元
支付利息,承担利息643.5元（详见利息计算方式）
支付利息,及自2009年8月10日至偿还日止按月利率2.5%的利息
支付利息,支付借款利息36万元（按月利率1.5%计算至起诉之日）及起诉之后按月利率1.5%计算至借款还清之日的利息。
支付利息,并支付借款利息17700元（从2008年7月1日起算止2008年12月30日，按月利率三分计算，计利息12700元）
支付利息,及自2007年12月4日起至借款本金还清日止的约定利息
支付利息,及支付自2009年4月17日起至实际还款之日止按中国人民银行同期贷款利率计算的利息
支付利息,及利息
支付利息,并按照银行同期贷款利率标准支付自起诉之日起至借款还清时止的利息损失
支付利息,并支付利息至付清本金止
支付利息,及自起诉之日起至实际还款之日止按中国人民银行同期同类贷款利率支付给原告利息
支付利息,并支付自2009年6月1日起还款之日止按每日万分之四点二计算的利息
支付利息,并支付自起诉之日起至归还之日止按中国人民银行同期贷款利率计算的利息损失
支付利息,及利息（自2008年1月14日起按月利率20‰计付至实际偿还之日止）
支付利息,及利息16500元（2009年4月26日后利息按3分计算至归还全部本金为止）
支付利息,及利息3600元（从2009年5月29日起按月1.5%计算，计算至2009年8月28日止）
支付利息,支付利息44250元（按中国人民银行同期贷款利率计算至2009年8月17日止）
支付利息,被告支付至履行时止按中国人民银行基准利率四倍的利息
支付利息,及利息（从起诉之日起按中国人民银行同期同类贷款利率计算至实际履行之日止）
支付利息,及自起诉之日起按照银行同期贷款利率计算的利息
支付利息,及利息（利息从2009年4月3日起至实际履行之日止按中国人民银行公布的同期贷款基准利率计付）
支付利息,并赔偿从起诉之日起至实际履行还款之日止的银行同期同类贷款利息损失
支付利息,及利息损失（自起诉之日起按月利率2.5%计算至判决确定履行之日止）
支付利息,并自起诉之日起至法院判决确定给付之日止按中国人民银行同期最高贷款利率计算向原告支付相应利息
支付利息,并按中国人民银行公布的同期同类贷款利率的四倍计息从2008年12月1日起计算至本金还清之日止）
支付利息,利息按银行同期贷款利息4倍计算（其中170000元从2008年1月8日起算，另85000元从2008年11月8日起算）
支付利息,并支付自2007年7月4日起按年利率8%赔偿利息损失（至起诉日为人民币47000元），
支付利息,利息6000元
支付利息,及利息（其中2万元本金部分从起诉日开始计算；5万元本金部分从2006年12月4日开始计算，均按照月利率15‰计算至付清款日止）
支付利息,及利息（按月利率10‰计算，从2008年7月19日起算至实际还款之日止。）
支付利息,支付利息2333元（利息算至2009年5月22日止，今后利息从2009年5月23日至归还之日止另行计算）
支付利息,及利息（从起诉之日起按中国人民银行同期贷款利息计算至实际还款之日止）
支付利息,并支付利息（按月利率1%计算，从1995年3月22日起算至履行完毕之日止）
支付利息,并赔偿利息损失（自起诉之日起按中国人民银行同期贷款基准利率计算至判决确定付款之日）
支付利息,并支付利息40000元
支付利息,并按月利率1分支付约定利息
支付利息,并支付从起诉之日起至判决确定给付之日止按月利率20‰计算的利息
支付利息,并按银行同期贷款利率支付逾期还款利息至判决还清之日止（自起诉日起算）
支付利息,并支付从起诉之日起至判决确定履行之日止按中国人民银行同期贷款利率计付的利息。
支付利息,两被告支付利息（按银行贷款利率的4倍计息，自2008年11月20日起至还清之日止）
支付利息,并支付自2007年9月4日起至借款本金还清日止按月利率1.25%计算的利息
支付利息,及利息，其中80000元借款本金利息从2005年5月23日开始按月利息1%计算至实际支付之日止；65000元借款本金利息从起诉之日起至实际支付之日止按银行同期贷款利率计算
支付利息,及其自2009年8月11日起至执行之日止按1分计算的利息
支付利息,并支付从起诉之日起至判决确定给付之日止按月利率20‰计算的利息
支付利息,支付利息16800元
支付利息,并支付利息（从2008年9月4日起按月利率2％计付至履行之日为止）
支付利息,及利息8160元并承担本案诉讼费用
支付利息,并支付利息6000元
支付利息,及相应利息（从1992年1月15日起按月利率2%计算至清偿之日止）
支付利息,并支付按月利率10‰计算的借款利息
支付利息,及利息（利息按月利率12‰自2007年10月17日起计算至付清款日止）
支付利息,及利息132000元（利息暂从2008年7月21日算至2009年6月21日止为132000元），利息算至实际履行之日止
支付利息,及利息（利息从2008年12月14日起按月利率20‰计算至款还清日止）
支付利息,并支付自借款日起至2009年8月止的利息77600元（按月利率2％计算）
支付利息,并支付借款利息4500元
支付利息,及支付至借款清偿日止按年利率7.47%四倍计算的利息（分别从逾期日起均计算至2009年7月21日利息为36835元）
支付利息,并按月息3%支付自2008年11月30日至2009年7月29日的利息480000元及2009年7月30日以后的利息
支付利息,及支付自借款之日起至判决确定履行期限届满之日止按月息2%计算的利息
支付利息,及利息（自起诉之日起至实际偿付之日止按银行同期贷款利率计算）
支付利息,支付利息，利息按中国人民银行同期贷款利率自起诉之日起算至判决书确定还款之日止
支付利息,及支付利息（利息从2009年6月25日开始，按中国人民银行同期贷款基准利息计算，算至本判决确定的履行之日止）
支付利息,并支付利息（从2008年8月18日按中国人民银行同期同类借贷款利率的四倍计付至实际履行之日止）
支付利息,并按月息3%支付自2008年12月15日至2009年7月14日的利息210000元及2009年7月15日以后的利息
支付利息,及利息1200元
支付利息,并支付利息，利息按中国人民银行规定同期贷款基准利率计算，从起诉之日起至本判决确定的履行之日止
支付利息,及自2008年5月15日起按利率1分计算的利息
支付利息,及利息8160元
支付利息,支付利息807270元（暂计至2009年8月28日，此后另计）、违约金775320元（暂计至2009年8月28日，此后另计）
支付利息,及利息519326元
支付利息,利息24000元
支付利息,及利息按月利率百分之二计算（从2009年1月24日起算至执行完毕止）
支付利息,并自2008年9月16日起按银行同期贷款利率计付利息至本判决确定之日止
支付利息,并支付利息
支付利息,及利息（从起诉之日起按银行同期同类贷款利率计付至实际归还之日止）
支付利息,并赔偿利息损失（利息损失自起诉之日起按人民银行同期贷款利率计算到判决确定付款之日止）
支付利息,被告支付利息6664元（自起诉之日起以借款000元为基数按每日万分之二计算至2009年9月24日止）
支付利息,并赔偿利息损失（按月息3%计算，从2008年4月16日起至的清偿完毕之日止）
支付利息,利息38880元（暂计：9万元×5.4%×2年×4倍，应计算至被告履行之日止）
支付利息,及利息（利息从起诉之日起计算至归还之日止，按银行同期贷款利率计算）
支付利息,利息6480元（按月利率1.8%，暂算至2009年8月22日止），并继续支付利息至本金还清之日
支付利息,及自2008年5月26日起按银行同期贷款利率计算至归还之日止的利息
支付利息,并支付利息14400元
支付利息,及利息
